sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
1703	expected	852	852	be	in-a-sentential-complement	the mechanics said the pilot is old	6
1704	unexpected	852	852	be	in-a-sentential-complement	the mechanics said the pilot are old	6
1705	expected	853	853	be	in-a-sentential-complement	the mechanics said the pilot is young	6
1706	unexpected	853	853	be	in-a-sentential-complement	the mechanics said the pilot are young	6
1707	expected	854	854	be	in-a-sentential-complement	the mechanics said the pilot is short	6
1708	unexpected	854	854	be	in-a-sentential-complement	the mechanics said the pilot are short	6
1709	expected	855	855	laugh	in-a-sentential-complement	the mechanics said the surgeon laughs	6
1710	unexpected	855	855	laugh	in-a-sentential-complement	the mechanics said the surgeon laugh	6
1711	expected	856	856	swim	in-a-sentential-complement	the mechanics said the surgeon swims	6
1712	unexpected	856	856	swim	in-a-sentential-complement	the mechanics said the surgeon swim	6
1713	expected	857	857	smile	in-a-sentential-complement	the mechanics said the surgeon smiles	6
1714	unexpected	857	857	smile	in-a-sentential-complement	the mechanics said the surgeon smile	6
1715	expected	858	858	be	in-a-sentential-complement	the mechanics said the surgeon is tall	6
1716	unexpected	858	858	be	in-a-sentential-complement	the mechanics said the surgeon are tall	6
1717	expected	859	859	be	in-a-sentential-complement	the mechanics said the surgeon is old	6
1718	unexpected	859	859	be	in-a-sentential-complement	the mechanics said the surgeon are old	6
1719	expected	860	860	be	in-a-sentential-complement	the mechanics said the surgeon is young	6
1720	unexpected	860	860	be	in-a-sentential-complement	the mechanics said the surgeon are young	6
1721	expected	861	861	be	in-a-sentential-complement	the mechanics said the surgeon is short	6
1722	unexpected	861	861	be	in-a-sentential-complement	the mechanics said the surgeon are short	6
1723	expected	862	862	laugh	in-a-sentential-complement	the mechanics said the farmer laughs	6
1724	unexpected	862	862	laugh	in-a-sentential-complement	the mechanics said the farmer laugh	6
1725	expected	863	863	swim	in-a-sentential-complement	the mechanics said the farmer swims	6
1726	unexpected	863	863	swim	in-a-sentential-complement	the mechanics said the farmer swim	6
1727	expected	864	864	smile	in-a-sentential-complement	the mechanics said the farmer smiles	6
1728	unexpected	864	864	smile	in-a-sentential-complement	the mechanics said the farmer smile	6
1729	expected	865	865	be	in-a-sentential-complement	the mechanics said the farmer is tall	6
1730	unexpected	865	865	be	in-a-sentential-complement	the mechanics said the farmer are tall	6
1731	expected	866	866	be	in-a-sentential-complement	the mechanics said the farmer is old	6
1732	unexpected	866	866	be	in-a-sentential-complement	the mechanics said the farmer are old	6
1733	expected	867	867	be	in-a-sentential-complement	the mechanics said the farmer is young	6
1734	unexpected	867	867	be	in-a-sentential-complement	the mechanics said the farmer are young	6
1735	expected	868	868	be	in-a-sentential-complement	the mechanics said the farmer is short	6
1736	unexpected	868	868	be	in-a-sentential-complement	the mechanics said the farmer are short	6
1737	expected	869	869	laugh	in-a-sentential-complement	the mechanics said the manager laughs	6
1738	unexpected	869	869	laugh	in-a-sentential-complement	the mechanics said the manager laugh	6
1739	expected	870	870	swim	in-a-sentential-complement	the mechanics said the manager swims	6
1740	unexpected	870	870	swim	in-a-sentential-complement	the mechanics said the manager swim	6
1741	expected	871	871	smile	in-a-sentential-complement	the mechanics said the manager smiles	6
1742	unexpected	871	871	smile	in-a-sentential-complement	the mechanics said the manager smile	6
1743	expected	872	872	be	in-a-sentential-complement	the mechanics said the manager is tall	6
1744	unexpected	872	872	be	in-a-sentential-complement	the mechanics said the manager are tall	6
1745	expected	873	873	be	in-a-sentential-complement	the mechanics said the manager is old	6
1746	unexpected	873	873	be	in-a-sentential-complement	the mechanics said the manager are old	6
1747	expected	874	874	be	in-a-sentential-complement	the mechanics said the manager is young	6
1748	unexpected	874	874	be	in-a-sentential-complement	the mechanics said the manager are young	6
1749	expected	875	875	be	in-a-sentential-complement	the mechanics said the manager is short	6
1750	unexpected	875	875	be	in-a-sentential-complement	the mechanics said the manager are short	6
1751	expected	876	876	laugh	in-a-sentential-complement	the mechanics said the customer laughs	6
1752	unexpected	876	876	laugh	in-a-sentential-complement	the mechanics said the customer laugh	6
1753	expected	877	877	swim	in-a-sentential-complement	the mechanics said the customer swims	6
1754	unexpected	877	877	swim	in-a-sentential-complement	the mechanics said the customer swim	6
1755	expected	878	878	smile	in-a-sentential-complement	the mechanics said the customer smiles	6
1756	unexpected	878	878	smile	in-a-sentential-complement	the mechanics said the customer smile	6
1757	expected	879	879	be	in-a-sentential-complement	the mechanics said the customer is tall	6
1758	unexpected	879	879	be	in-a-sentential-complement	the mechanics said the customer are tall	6
1759	expected	880	880	be	in-a-sentential-complement	the mechanics said the customer is old	6
1760	unexpected	880	880	be	in-a-sentential-complement	the mechanics said the customer are old	6
1761	expected	881	881	be	in-a-sentential-complement	the mechanics said the customer is young	6
1762	unexpected	881	881	be	in-a-sentential-complement	the mechanics said the customer are young	6
1763	expected	882	882	be	in-a-sentential-complement	the mechanics said the customer is short	6
1764	unexpected	882	882	be	in-a-sentential-complement	the mechanics said the customer are short	6
1765	expected	883	883	laugh	in-a-sentential-complement	the mechanics said the officer laughs	6
1766	unexpected	883	883	laugh	in-a-sentential-complement	the mechanics said the officer laugh	6
1767	expected	884	884	swim	in-a-sentential-complement	the mechanics said the officer swims	6
1768	unexpected	884	884	swim	in-a-sentential-complement	the mechanics said the officer swim	6
1769	expected	885	885	smile	in-a-sentential-complement	the mechanics said the officer smiles	6
1770	unexpected	885	885	smile	in-a-sentential-complement	the mechanics said the officer smile	6
1771	expected	886	886	be	in-a-sentential-complement	the mechanics said the officer is tall	6
1772	unexpected	886	886	be	in-a-sentential-complement	the mechanics said the officer are tall	6
1773	expected	887	887	be	in-a-sentential-complement	the mechanics said the officer is old	6
1774	unexpected	887	887	be	in-a-sentential-complement	the mechanics said the officer are old	6
1775	expected	888	888	be	in-a-sentential-complement	the mechanics said the officer is young	6
1776	unexpected	888	888	be	in-a-sentential-complement	the mechanics said the officer are young	6
1777	expected	889	889	be	in-a-sentential-complement	the mechanics said the officer is short	6
1778	unexpected	889	889	be	in-a-sentential-complement	the mechanics said the officer are short	6
1779	expected	890	890	laugh	in-a-sentential-complement	the mechanics said the teacher laughs	6
1780	unexpected	890	890	laugh	in-a-sentential-complement	the mechanics said the teacher laugh	6
1781	expected	891	891	swim	in-a-sentential-complement	the mechanics said the teacher swims	6
1782	unexpected	891	891	swim	in-a-sentential-complement	the mechanics said the teacher swim	6
1783	expected	892	892	smile	in-a-sentential-complement	the mechanics said the teacher smiles	6
1784	unexpected	892	892	smile	in-a-sentential-complement	the mechanics said the teacher smile	6
1785	expected	893	893	be	in-a-sentential-complement	the mechanics said the teacher is tall	6
1786	unexpected	893	893	be	in-a-sentential-complement	the mechanics said the teacher are tall	6
1787	expected	894	894	be	in-a-sentential-complement	the mechanics said the teacher is old	6
1788	unexpected	894	894	be	in-a-sentential-complement	the mechanics said the teacher are old	6
1789	expected	895	895	be	in-a-sentential-complement	the mechanics said the teacher is young	6
1790	unexpected	895	895	be	in-a-sentential-complement	the mechanics said the teacher are young	6
1791	expected	896	896	be	in-a-sentential-complement	the mechanics said the teacher is short	6
1792	unexpected	896	896	be	in-a-sentential-complement	the mechanics said the teacher are short	6
1793	expected	897	897	laugh	in-a-sentential-complement	the mechanics said the senator laughs	6
1794	unexpected	897	897	laugh	in-a-sentential-complement	the mechanics said the senator laugh	6
1795	expected	898	898	swim	in-a-sentential-complement	the mechanics said the senator swims	6
1796	unexpected	898	898	swim	in-a-sentential-complement	the mechanics said the senator swim	6
1797	expected	899	899	smile	in-a-sentential-complement	the mechanics said the senator smiles	6
1798	unexpected	899	899	smile	in-a-sentential-complement	the mechanics said the senator smile	6
1799	expected	900	900	be	in-a-sentential-complement	the mechanics said the senator is tall	6
1800	unexpected	900	900	be	in-a-sentential-complement	the mechanics said the senator are tall	6
1801	expected	901	901	be	in-a-sentential-complement	the mechanics said the senator is old	6
1802	unexpected	901	901	be	in-a-sentential-complement	the mechanics said the senator are old	6
1803	expected	902	902	be	in-a-sentential-complement	the mechanics said the senator is young	6
1804	unexpected	902	902	be	in-a-sentential-complement	the mechanics said the senator are young	6
1805	expected	903	903	be	in-a-sentential-complement	the mechanics said the senator is short	6
1806	unexpected	903	903	be	in-a-sentential-complement	the mechanics said the senator are short	6
1807	expected	904	904	laugh	in-a-sentential-complement	the mechanics said the consultant laughs	6
1808	unexpected	904	904	laugh	in-a-sentential-complement	the mechanics said the consultant laugh	6
1809	expected	905	905	swim	in-a-sentential-complement	the mechanics said the consultant swims	6
1810	unexpected	905	905	swim	in-a-sentential-complement	the mechanics said the consultant swim	6
1811	expected	906	906	smile	in-a-sentential-complement	the mechanics said the consultant smiles	6
1812	unexpected	906	906	smile	in-a-sentential-complement	the mechanics said the consultant smile	6
1813	expected	907	907	be	in-a-sentential-complement	the mechanics said the consultant is tall	6
1814	unexpected	907	907	be	in-a-sentential-complement	the mechanics said the consultant are tall	6
1815	expected	908	908	be	in-a-sentential-complement	the mechanics said the consultant is old	6
1816	unexpected	908	908	be	in-a-sentential-complement	the mechanics said the consultant are old	6
1817	expected	909	909	be	in-a-sentential-complement	the mechanics said the consultant is young	6
1818	unexpected	909	909	be	in-a-sentential-complement	the mechanics said the consultant are young	6
1819	expected	910	910	be	in-a-sentential-complement	the mechanics said the consultant is short	6
1820	unexpected	910	910	be	in-a-sentential-complement	the mechanics said the consultant are short	6
1821	expected	911	911	laugh	in-a-sentential-complement	the mechanics thought the author laughs	6
1822	unexpected	911	911	laugh	in-a-sentential-complement	the mechanics thought the author laugh	6
1823	expected	912	912	swim	in-a-sentential-complement	the mechanics thought the author swims	6
1824	unexpected	912	912	swim	in-a-sentential-complement	the mechanics thought the author swim	6
1825	expected	913	913	smile	in-a-sentential-complement	the mechanics thought the author smiles	6
1826	unexpected	913	913	smile	in-a-sentential-complement	the mechanics thought the author smile	6
1827	expected	914	914	be	in-a-sentential-complement	the mechanics thought the author is tall	6
1828	unexpected	914	914	be	in-a-sentential-complement	the mechanics thought the author are tall	6
1829	expected	915	915	be	in-a-sentential-complement	the mechanics thought the author is old	6
1830	unexpected	915	915	be	in-a-sentential-complement	the mechanics thought the author are old	6
1831	expected	916	916	be	in-a-sentential-complement	the mechanics thought the author is young	6
1832	unexpected	916	916	be	in-a-sentential-complement	the mechanics thought the author are young	6
1833	expected	917	917	be	in-a-sentential-complement	the mechanics thought the author is short	6
1834	unexpected	917	917	be	in-a-sentential-complement	the mechanics thought the author are short	6
1835	expected	918	918	laugh	in-a-sentential-complement	the mechanics thought the pilot laughs	6
1836	unexpected	918	918	laugh	in-a-sentential-complement	the mechanics thought the pilot laugh	6
1837	expected	919	919	swim	in-a-sentential-complement	the mechanics thought the pilot swims	6
1838	unexpected	919	919	swim	in-a-sentential-complement	the mechanics thought the pilot swim	6
1839	expected	920	920	smile	in-a-sentential-complement	the mechanics thought the pilot smiles	6
1840	unexpected	920	920	smile	in-a-sentential-complement	the mechanics thought the pilot smile	6
1841	expected	921	921	be	in-a-sentential-complement	the mechanics thought the pilot is tall	6
1842	unexpected	921	921	be	in-a-sentential-complement	the mechanics thought the pilot are tall	6
1843	expected	922	922	be	in-a-sentential-complement	the mechanics thought the pilot is old	6
1844	unexpected	922	922	be	in-a-sentential-complement	the mechanics thought the pilot are old	6
1845	expected	923	923	be	in-a-sentential-complement	the mechanics thought the pilot is young	6
1846	unexpected	923	923	be	in-a-sentential-complement	the mechanics thought the pilot are young	6
1847	expected	924	924	be	in-a-sentential-complement	the mechanics thought the pilot is short	6
1848	unexpected	924	924	be	in-a-sentential-complement	the mechanics thought the pilot are short	6
1849	expected	925	925	laugh	in-a-sentential-complement	the mechanics thought the surgeon laughs	6
1850	unexpected	925	925	laugh	in-a-sentential-complement	the mechanics thought the surgeon laugh	6
1851	expected	926	926	swim	in-a-sentential-complement	the mechanics thought the surgeon swims	6
1852	unexpected	926	926	swim	in-a-sentential-complement	the mechanics thought the surgeon swim	6
1853	expected	927	927	smile	in-a-sentential-complement	the mechanics thought the surgeon smiles	6
1854	unexpected	927	927	smile	in-a-sentential-complement	the mechanics thought the surgeon smile	6
1855	expected	928	928	be	in-a-sentential-complement	the mechanics thought the surgeon is tall	6
1856	unexpected	928	928	be	in-a-sentential-complement	the mechanics thought the surgeon are tall	6
1857	expected	929	929	be	in-a-sentential-complement	the mechanics thought the surgeon is old	6
1858	unexpected	929	929	be	in-a-sentential-complement	the mechanics thought the surgeon are old	6
1859	expected	930	930	be	in-a-sentential-complement	the mechanics thought the surgeon is young	6
1860	unexpected	930	930	be	in-a-sentential-complement	the mechanics thought the surgeon are young	6
1861	expected	931	931	be	in-a-sentential-complement	the mechanics thought the surgeon is short	6
1862	unexpected	931	931	be	in-a-sentential-complement	the mechanics thought the surgeon are short	6
1863	expected	932	932	laugh	in-a-sentential-complement	the mechanics thought the farmer laughs	6
1864	unexpected	932	932	laugh	in-a-sentential-complement	the mechanics thought the farmer laugh	6
1865	expected	933	933	swim	in-a-sentential-complement	the mechanics thought the farmer swims	6
1866	unexpected	933	933	swim	in-a-sentential-complement	the mechanics thought the farmer swim	6
1867	expected	934	934	smile	in-a-sentential-complement	the mechanics thought the farmer smiles	6
1868	unexpected	934	934	smile	in-a-sentential-complement	the mechanics thought the farmer smile	6
1869	expected	935	935	be	in-a-sentential-complement	the mechanics thought the farmer is tall	6
1870	unexpected	935	935	be	in-a-sentential-complement	the mechanics thought the farmer are tall	6
1871	expected	936	936	be	in-a-sentential-complement	the mechanics thought the farmer is old	6
1872	unexpected	936	936	be	in-a-sentential-complement	the mechanics thought the farmer are old	6
1873	expected	937	937	be	in-a-sentential-complement	the mechanics thought the farmer is young	6
1874	unexpected	937	937	be	in-a-sentential-complement	the mechanics thought the farmer are young	6
1875	expected	938	938	be	in-a-sentential-complement	the mechanics thought the farmer is short	6
1876	unexpected	938	938	be	in-a-sentential-complement	the mechanics thought the farmer are short	6
1877	expected	939	939	laugh	in-a-sentential-complement	the mechanics thought the manager laughs	6
1878	unexpected	939	939	laugh	in-a-sentential-complement	the mechanics thought the manager laugh	6
1879	expected	940	940	swim	in-a-sentential-complement	the mechanics thought the manager swims	6
1880	unexpected	940	940	swim	in-a-sentential-complement	the mechanics thought the manager swim	6
1881	expected	941	941	smile	in-a-sentential-complement	the mechanics thought the manager smiles	6
1882	unexpected	941	941	smile	in-a-sentential-complement	the mechanics thought the manager smile	6
1883	expected	942	942	be	in-a-sentential-complement	the mechanics thought the manager is tall	6
1884	unexpected	942	942	be	in-a-sentential-complement	the mechanics thought the manager are tall	6
1885	expected	943	943	be	in-a-sentential-complement	the mechanics thought the manager is old	6
1886	unexpected	943	943	be	in-a-sentential-complement	the mechanics thought the manager are old	6
1887	expected	944	944	be	in-a-sentential-complement	the mechanics thought the manager is young	6
1888	unexpected	944	944	be	in-a-sentential-complement	the mechanics thought the manager are young	6
1889	expected	945	945	be	in-a-sentential-complement	the mechanics thought the manager is short	6
1890	unexpected	945	945	be	in-a-sentential-complement	the mechanics thought the manager are short	6
1891	expected	946	946	laugh	in-a-sentential-complement	the mechanics thought the customer laughs	6
1892	unexpected	946	946	laugh	in-a-sentential-complement	the mechanics thought the customer laugh	6
1893	expected	947	947	swim	in-a-sentential-complement	the mechanics thought the customer swims	6
1894	unexpected	947	947	swim	in-a-sentential-complement	the mechanics thought the customer swim	6
1895	expected	948	948	smile	in-a-sentential-complement	the mechanics thought the customer smiles	6
1896	unexpected	948	948	smile	in-a-sentential-complement	the mechanics thought the customer smile	6
1897	expected	949	949	be	in-a-sentential-complement	the mechanics thought the customer is tall	6
1898	unexpected	949	949	be	in-a-sentential-complement	the mechanics thought the customer are tall	6
1899	expected	950	950	be	in-a-sentential-complement	the mechanics thought the customer is old	6
1900	unexpected	950	950	be	in-a-sentential-complement	the mechanics thought the customer are old	6
1901	expected	951	951	be	in-a-sentential-complement	the mechanics thought the customer is young	6
1902	unexpected	951	951	be	in-a-sentential-complement	the mechanics thought the customer are young	6
1903	expected	952	952	be	in-a-sentential-complement	the mechanics thought the customer is short	6
1904	unexpected	952	952	be	in-a-sentential-complement	the mechanics thought the customer are short	6
1905	expected	953	953	laugh	in-a-sentential-complement	the mechanics thought the officer laughs	6
1906	unexpected	953	953	laugh	in-a-sentential-complement	the mechanics thought the officer laugh	6
1907	expected	954	954	swim	in-a-sentential-complement	the mechanics thought the officer swims	6
1908	unexpected	954	954	swim	in-a-sentential-complement	the mechanics thought the officer swim	6
1909	expected	955	955	smile	in-a-sentential-complement	the mechanics thought the officer smiles	6
1910	unexpected	955	955	smile	in-a-sentential-complement	the mechanics thought the officer smile	6
1911	expected	956	956	be	in-a-sentential-complement	the mechanics thought the officer is tall	6
1912	unexpected	956	956	be	in-a-sentential-complement	the mechanics thought the officer are tall	6
1913	expected	957	957	be	in-a-sentential-complement	the mechanics thought the officer is old	6
1914	unexpected	957	957	be	in-a-sentential-complement	the mechanics thought the officer are old	6
1915	expected	958	958	be	in-a-sentential-complement	the mechanics thought the officer is young	6
1916	unexpected	958	958	be	in-a-sentential-complement	the mechanics thought the officer are young	6
1917	expected	959	959	be	in-a-sentential-complement	the mechanics thought the officer is short	6
1918	unexpected	959	959	be	in-a-sentential-complement	the mechanics thought the officer are short	6
1919	expected	960	960	laugh	in-a-sentential-complement	the mechanics thought the teacher laughs	6
1920	unexpected	960	960	laugh	in-a-sentential-complement	the mechanics thought the teacher laugh	6
1921	expected	961	961	swim	in-a-sentential-complement	the mechanics thought the teacher swims	6
1922	unexpected	961	961	swim	in-a-sentential-complement	the mechanics thought the teacher swim	6
1923	expected	962	962	smile	in-a-sentential-complement	the mechanics thought the teacher smiles	6
1924	unexpected	962	962	smile	in-a-sentential-complement	the mechanics thought the teacher smile	6
1925	expected	963	963	be	in-a-sentential-complement	the mechanics thought the teacher is tall	6
1926	unexpected	963	963	be	in-a-sentential-complement	the mechanics thought the teacher are tall	6
1927	expected	964	964	be	in-a-sentential-complement	the mechanics thought the teacher is old	6
1928	unexpected	964	964	be	in-a-sentential-complement	the mechanics thought the teacher are old	6
1929	expected	965	965	be	in-a-sentential-complement	the mechanics thought the teacher is young	6
1930	unexpected	965	965	be	in-a-sentential-complement	the mechanics thought the teacher are young	6
1931	expected	966	966	be	in-a-sentential-complement	the mechanics thought the teacher is short	6
1932	unexpected	966	966	be	in-a-sentential-complement	the mechanics thought the teacher are short	6
1933	expected	967	967	laugh	in-a-sentential-complement	the mechanics thought the senator laughs	6
1934	unexpected	967	967	laugh	in-a-sentential-complement	the mechanics thought the senator laugh	6
1935	expected	968	968	swim	in-a-sentential-complement	the mechanics thought the senator swims	6
1936	unexpected	968	968	swim	in-a-sentential-complement	the mechanics thought the senator swim	6
1937	expected	969	969	smile	in-a-sentential-complement	the mechanics thought the senator smiles	6
1938	unexpected	969	969	smile	in-a-sentential-complement	the mechanics thought the senator smile	6
1939	expected	970	970	be	in-a-sentential-complement	the mechanics thought the senator is tall	6
1940	unexpected	970	970	be	in-a-sentential-complement	the mechanics thought the senator are tall	6
1941	expected	971	971	be	in-a-sentential-complement	the mechanics thought the senator is old	6
1942	unexpected	971	971	be	in-a-sentential-complement	the mechanics thought the senator are old	6
1943	expected	972	972	be	in-a-sentential-complement	the mechanics thought the senator is young	6
1944	unexpected	972	972	be	in-a-sentential-complement	the mechanics thought the senator are young	6
1945	expected	973	973	be	in-a-sentential-complement	the mechanics thought the senator is short	6
1946	unexpected	973	973	be	in-a-sentential-complement	the mechanics thought the senator are short	6
1947	expected	974	974	laugh	in-a-sentential-complement	the mechanics thought the consultant laughs	6
1948	unexpected	974	974	laugh	in-a-sentential-complement	the mechanics thought the consultant laugh	6
1949	expected	975	975	swim	in-a-sentential-complement	the mechanics thought the consultant swims	6
1950	unexpected	975	975	swim	in-a-sentential-complement	the mechanics thought the consultant swim	6
1951	expected	976	976	smile	in-a-sentential-complement	the mechanics thought the consultant smiles	6
1952	unexpected	976	976	smile	in-a-sentential-complement	the mechanics thought the consultant smile	6
1953	expected	977	977	be	in-a-sentential-complement	the mechanics thought the consultant is tall	6
1954	unexpected	977	977	be	in-a-sentential-complement	the mechanics thought the consultant are tall	6
1955	expected	978	978	be	in-a-sentential-complement	the mechanics thought the consultant is old	6
1956	unexpected	978	978	be	in-a-sentential-complement	the mechanics thought the consultant are old	6
1957	expected	979	979	be	in-a-sentential-complement	the mechanics thought the consultant is young	6
1958	unexpected	979	979	be	in-a-sentential-complement	the mechanics thought the consultant are young	6
1959	expected	980	980	be	in-a-sentential-complement	the mechanics thought the consultant is short	6
1960	unexpected	980	980	be	in-a-sentential-complement	the mechanics thought the consultant are short	6
1961	expected	981	981	laugh	in-a-sentential-complement	the mechanics knew the author laughs	6
1962	unexpected	981	981	laugh	in-a-sentential-complement	the mechanics knew the author laugh	6
1963	expected	982	982	swim	in-a-sentential-complement	the mechanics knew the author swims	6
1964	unexpected	982	982	swim	in-a-sentential-complement	the mechanics knew the author swim	6
1965	expected	983	983	smile	in-a-sentential-complement	the mechanics knew the author smiles	6
1966	unexpected	983	983	smile	in-a-sentential-complement	the mechanics knew the author smile	6
1967	expected	984	984	be	in-a-sentential-complement	the mechanics knew the author is tall	6
1968	unexpected	984	984	be	in-a-sentential-complement	the mechanics knew the author are tall	6
1969	expected	985	985	be	in-a-sentential-complement	the mechanics knew the author is old	6
1970	unexpected	985	985	be	in-a-sentential-complement	the mechanics knew the author are old	6
1971	expected	986	986	be	in-a-sentential-complement	the mechanics knew the author is young	6
1972	unexpected	986	986	be	in-a-sentential-complement	the mechanics knew the author are young	6
1973	expected	987	987	be	in-a-sentential-complement	the mechanics knew the author is short	6
1974	unexpected	987	987	be	in-a-sentential-complement	the mechanics knew the author are short	6
1975	expected	988	988	laugh	in-a-sentential-complement	the mechanics knew the pilot laughs	6
1976	unexpected	988	988	laugh	in-a-sentential-complement	the mechanics knew the pilot laugh	6
1977	expected	989	989	swim	in-a-sentential-complement	the mechanics knew the pilot swims	6
1978	unexpected	989	989	swim	in-a-sentential-complement	the mechanics knew the pilot swim	6
1979	expected	990	990	smile	in-a-sentential-complement	the mechanics knew the pilot smiles	6
1980	unexpected	990	990	smile	in-a-sentential-complement	the mechanics knew the pilot smile	6
1981	expected	991	991	be	in-a-sentential-complement	the mechanics knew the pilot is tall	6
1982	unexpected	991	991	be	in-a-sentential-complement	the mechanics knew the pilot are tall	6
1983	expected	992	992	be	in-a-sentential-complement	the mechanics knew the pilot is old	6
1984	unexpected	992	992	be	in-a-sentential-complement	the mechanics knew the pilot are old	6
1985	expected	993	993	be	in-a-sentential-complement	the mechanics knew the pilot is young	6
1986	unexpected	993	993	be	in-a-sentential-complement	the mechanics knew the pilot are young	6
1987	expected	994	994	be	in-a-sentential-complement	the mechanics knew the pilot is short	6
1988	unexpected	994	994	be	in-a-sentential-complement	the mechanics knew the pilot are short	6
1989	expected	995	995	laugh	in-a-sentential-complement	the mechanics knew the surgeon laughs	6
1990	unexpected	995	995	laugh	in-a-sentential-complement	the mechanics knew the surgeon laugh	6
1991	expected	996	996	swim	in-a-sentential-complement	the mechanics knew the surgeon swims	6
1992	unexpected	996	996	swim	in-a-sentential-complement	the mechanics knew the surgeon swim	6
1993	expected	997	997	smile	in-a-sentential-complement	the mechanics knew the surgeon smiles	6
1994	unexpected	997	997	smile	in-a-sentential-complement	the mechanics knew the surgeon smile	6
1995	expected	998	998	be	in-a-sentential-complement	the mechanics knew the surgeon is tall	6
1996	unexpected	998	998	be	in-a-sentential-complement	the mechanics knew the surgeon are tall	6
1997	expected	999	999	be	in-a-sentential-complement	the mechanics knew the surgeon is old	6
1998	unexpected	999	999	be	in-a-sentential-complement	the mechanics knew the surgeon are old	6
1999	expected	1000	1000	be	in-a-sentential-complement	the mechanics knew the surgeon is young	6
2000	unexpected	1000	1000	be	in-a-sentential-complement	the mechanics knew the surgeon are young	6
2001	expected	1001	1001	be	in-a-sentential-complement	the mechanics knew the surgeon is short	6
2002	unexpected	1001	1001	be	in-a-sentential-complement	the mechanics knew the surgeon are short	6
2003	expected	1002	1002	laugh	in-a-sentential-complement	the mechanics knew the farmer laughs	6
2004	unexpected	1002	1002	laugh	in-a-sentential-complement	the mechanics knew the farmer laugh	6
2005	expected	1003	1003	swim	in-a-sentential-complement	the mechanics knew the farmer swims	6
2006	unexpected	1003	1003	swim	in-a-sentential-complement	the mechanics knew the farmer swim	6
2007	expected	1004	1004	smile	in-a-sentential-complement	the mechanics knew the farmer smiles	6
2008	unexpected	1004	1004	smile	in-a-sentential-complement	the mechanics knew the farmer smile	6
2009	expected	1005	1005	be	in-a-sentential-complement	the mechanics knew the farmer is tall	6
2010	unexpected	1005	1005	be	in-a-sentential-complement	the mechanics knew the farmer are tall	6
2011	expected	1006	1006	be	in-a-sentential-complement	the mechanics knew the farmer is old	6
2012	unexpected	1006	1006	be	in-a-sentential-complement	the mechanics knew the farmer are old	6
2013	expected	1007	1007	be	in-a-sentential-complement	the mechanics knew the farmer is young	6
2014	unexpected	1007	1007	be	in-a-sentential-complement	the mechanics knew the farmer are young	6
2015	expected	1008	1008	be	in-a-sentential-complement	the mechanics knew the farmer is short	6
2016	unexpected	1008	1008	be	in-a-sentential-complement	the mechanics knew the farmer are short	6
2017	expected	1009	1009	laugh	in-a-sentential-complement	the mechanics knew the manager laughs	6
2018	unexpected	1009	1009	laugh	in-a-sentential-complement	the mechanics knew the manager laugh	6
2019	expected	1010	1010	swim	in-a-sentential-complement	the mechanics knew the manager swims	6
2020	unexpected	1010	1010	swim	in-a-sentential-complement	the mechanics knew the manager swim	6
2021	expected	1011	1011	smile	in-a-sentential-complement	the mechanics knew the manager smiles	6
2022	unexpected	1011	1011	smile	in-a-sentential-complement	the mechanics knew the manager smile	6
2023	expected	1012	1012	be	in-a-sentential-complement	the mechanics knew the manager is tall	6
2024	unexpected	1012	1012	be	in-a-sentential-complement	the mechanics knew the manager are tall	6
2025	expected	1013	1013	be	in-a-sentential-complement	the mechanics knew the manager is old	6
2026	unexpected	1013	1013	be	in-a-sentential-complement	the mechanics knew the manager are old	6
2027	expected	1014	1014	be	in-a-sentential-complement	the mechanics knew the manager is young	6
2028	unexpected	1014	1014	be	in-a-sentential-complement	the mechanics knew the manager are young	6
2029	expected	1015	1015	be	in-a-sentential-complement	the mechanics knew the manager is short	6
2030	unexpected	1015	1015	be	in-a-sentential-complement	the mechanics knew the manager are short	6
2031	expected	1016	1016	laugh	in-a-sentential-complement	the mechanics knew the customer laughs	6
2032	unexpected	1016	1016	laugh	in-a-sentential-complement	the mechanics knew the customer laugh	6
2033	expected	1017	1017	swim	in-a-sentential-complement	the mechanics knew the customer swims	6
2034	unexpected	1017	1017	swim	in-a-sentential-complement	the mechanics knew the customer swim	6
2035	expected	1018	1018	smile	in-a-sentential-complement	the mechanics knew the customer smiles	6
2036	unexpected	1018	1018	smile	in-a-sentential-complement	the mechanics knew the customer smile	6
2037	expected	1019	1019	be	in-a-sentential-complement	the mechanics knew the customer is tall	6
2038	unexpected	1019	1019	be	in-a-sentential-complement	the mechanics knew the customer are tall	6
2039	expected	1020	1020	be	in-a-sentential-complement	the mechanics knew the customer is old	6
2040	unexpected	1020	1020	be	in-a-sentential-complement	the mechanics knew the customer are old	6
2041	expected	1021	1021	be	in-a-sentential-complement	the mechanics knew the customer is young	6
2042	unexpected	1021	1021	be	in-a-sentential-complement	the mechanics knew the customer are young	6
2043	expected	1022	1022	be	in-a-sentential-complement	the mechanics knew the customer is short	6
2044	unexpected	1022	1022	be	in-a-sentential-complement	the mechanics knew the customer are short	6
2045	expected	1023	1023	laugh	in-a-sentential-complement	the mechanics knew the officer laughs	6
2046	unexpected	1023	1023	laugh	in-a-sentential-complement	the mechanics knew the officer laugh	6
2047	expected	1024	1024	swim	in-a-sentential-complement	the mechanics knew the officer swims	6
